name,artists,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,year,song_label,PC1,PC2,cluster,cluster_name
Sleep In,['Camille Delean'],0.578,0.301,-10.484000000000002,0.0237,0.575,0.00747,0.0617,0.159,76.221,2020,Sleep In - ['Camille Delean'],-0.3120368,0.23195729,0,Calm Acoustic
That's How I Got to Memphis,['The Stick Arounds'],0.407,0.748,-9.449,0.0484,0.0559,0.00063,0.176,0.657,122.206,2020,That's How I Got to Memphis - ['The Stick Arounds'],0.6534469,-0.17253505,1,Energetic Electronic
Roofs of Heaven,['Applescal'],0.484,0.602,-10.003,0.0325,0.00185,0.54,0.0873,0.256,124.98,2010,Roofs of Heaven - ['Applescal'],0.18523905,-0.66054744,5,Dark Electronic Instrumental
Pass By Me,"['Buddy', 'Kent Jamz']",0.91,0.4970000000000001,-6.006,0.24,0.196,6.06e-06,0.105,0.74,140.064,2020,"Pass By Me - ['Buddy', 'Kent Jamz']",0.5914011,0.4234258,2,Dance Pop
Stretching The Blue Sky - Feat. Tato,['Sienná'],0.649,0.78,-17.83,0.0547,0.0354,0.00147,0.0992,0.5920000000000001,119.981,2008,Stretching The Blue Sky - Feat. Tato - ['Sienná'],0.5103936,0.22405297,2,Dance Pop
Ok,['Brooke Barrettsmith'],0.392,0.843,-5.572,0.0368,0.0044,0.0,0.296,0.5479999999999999,160.069,2008,Ok - ['Brooke Barrettsmith'],0.7044749,-0.40661186,1,Energetic Electronic
Majik Fugue Real Estate,['The Ecclesia'],0.186,0.382,-13.449000000000002,0.0448,0.945,0.93,0.1639999999999999,0.0355,111.329,2006,Majik Fugue Real Estate - ['The Ecclesia'],-0.8303835,-0.5086876,6,Ambient / Classical
Jot,['Jupiter Coyote'],0.222,0.563,-9.154,0.0343,0.368,0.967,0.636,0.182,134.874,1999,Jot - ['Jupiter Coyote'],-0.2333112,-0.6989745,5,Dark Electronic Instrumental
Chess,['Songs To Your Eyes'],0.3989999999999999,0.226,-15.46,0.0331,0.7879999999999999,0.914,0.127,0.0385,118.937,2020,Chess - ['Songs To Your Eyes'],-0.79394317,-0.38230485,6,Ambient / Classical
Redeemer (feat. Paul Cardall),"['Steven Sharp Nelson', 'Paul Cardall']",0.133,0.136,-16.734,0.0405,0.909,0.373,0.11,0.0391,73.757,2014,"Redeemer (feat. Paul Cardall) - ['Steven Sharp Nelson', 'Paul Cardall']",-0.87759435,-0.19571015,0,Calm Acoustic
Now You Know,['Angels on Acid'],0.5589999999999999,0.917,-4.4719999999999995,0.108,0.00714,0.114,0.953,0.617,143.011,2010,Now You Know - ['Angels on Acid'],0.50185573,-0.23616257,7,Live Performances
Relativities,"['Adam Baldych', 'Yaron Herman']",0.256,0.0813,-18.457,0.0388,0.973,0.465,0.0854,0.0395,114.024,2014,"Relativities - ['Adam Baldych', 'Yaron Herman']",-0.96139234,-0.18110225,6,Ambient / Classical
Hobo's Blues,['Paul Simon'],0.589,0.504,-12.588,0.0584,0.6,0.0,0.0797,0.5429999999999999,84.21600000000002,1972,Hobo's Blues - ['Paul Simon'],-0.11772294,0.48542273,4,Acoustic Pop
First Orbit,['Visible Breath'],0.103,0.861,-6.4479999999999995,0.102,0.481,0.7390000000000001,0.379,0.19,186.632,2007,First Orbit - ['Visible Breath'],-0.017238636,-0.8213601,5,Dark Electronic Instrumental
The Infected,['Rigor Mortis'],0.461,0.865,-5.499,0.0401,1.75e-06,0.4920000000000001,0.16,0.365,140.062,2014,The Infected - ['Rigor Mortis'],0.5842304,-0.6823555,5,Dark Electronic Instrumental
"Yes, I'm Down",['Coachwhips'],0.29,0.989,-3.701,0.166,0.00431,0.594,0.336,0.237,168.42,2003,"Yes, I'm Down - ['Coachwhips']",0.383857,-0.8087399,5,Dark Electronic Instrumental
Lo Que Te Queda,['Grupo Yndio'],0.5660000000000001,0.605,-7.138,0.0238,0.0923,8.640000000000001e-05,0.321,0.6,96.415,2014,Lo Que Te Queda - ['Grupo Yndio'],0.64570624,0.13288315,2,Dance Pop
Out The Window,['Bradley Sowash'],0.272,0.249,-15.808,0.0338,0.947,0.848,0.104,0.134,76.737,1999,Out The Window - ['Bradley Sowash'],-0.91231644,-0.16500905,6,Ambient / Classical
Melodie,['Mannheim Steamroller'],0.191,0.0785,-20.702,0.0389,0.94,0.374,0.0883,0.0785,89.52,1994,Melodie - ['Mannheim Steamroller'],-0.9593277,-0.047943972,6,Ambient / Classical
Entlaubet ist der Walde (The wood is bare of leaves),"['Thomas Stoltzer', 'Il Curioso', 'Bernhard Bohm']",0.1989999999999999,0.00745,-34.954,0.044,0.995,0.945,0.127,0.136,107.934,2005,"Entlaubet ist der Walde (The wood is bare of leaves) - ['Thomas Stoltzer', 'Il Curioso', 'Bernhard Bohm']",-0.9669111,-0.12897986,6,Ambient / Classical
24/7,['The Neighbourhood'],0.5870000000000001,0.7440000000000001,-4.6110000000000015,0.0742,0.00213,0.00181,0.114,0.236,118.962,2018,24/7 - ['The Neighbourhood'],0.6313762,-0.28035724,1,Energetic Electronic
Yo Soy Para Tí,['Orquesta Akokán'],0.589,0.574,-5.6579999999999995,0.0399,0.84,5.17e-05,0.193,0.8490000000000001,138.593,2018,Yo Soy Para Tí - ['Orquesta Akokán'],0.35608163,0.48023117,4,Acoustic Pop
Pobre De Mi,['Khaoticos'],0.542,0.8390000000000001,-4.806,0.0395,0.1009999999999999,0.0,0.74,0.675,129.10399999999998,2006,Pobre De Mi - ['Khaoticos'],0.56537586,-0.12121987,7,Live Performances
Another Jones,['Phil Woods'],0.508,0.4270000000000001,-18.728,0.0517,0.18,0.405,0.0855,0.496,117.193,2006,Another Jones - ['Phil Woods'],-0.24312264,0.042420026,3,Instrumental Energy
If It,['DRINKS'],0.262,0.354,-15.117,0.0413,0.525,0.000387,0.305,0.477,173.007,2018,If It - ['DRINKS'],-0.15498777,-0.25136077,1,Energetic Electronic
Shark Fin Blues,['Wyland Blues Planet Band'],0.805,0.6,-6.5429999999999975,0.037,0.486,1.6100000000000002e-05,0.486,0.893,124.467,2011,Shark Fin Blues - ['Wyland Blues Planet Band'],0.5464823,0.48417646,2,Dance Pop
My Rough And Rowdy Ways,['Big Medicine'],0.7120000000000001,0.33,-13.311,0.0365,0.921,0.0181,0.243,0.718,151.859,2009,My Rough And Rowdy Ways - ['Big Medicine'],-0.02180943,0.675611,4,Acoustic Pop
Nothing's Going to Change,['Marilia Adamaki'],0.3229999999999999,0.359,-12.776,0.0289,0.8,0.0,0.225,0.268,129.491,2018,Nothing's Going to Change - ['Marilia Adamaki'],-0.5026677,-0.12788904,0,Calm Acoustic
Bullet Pass,['Paragon Don'],0.828,0.605,-8.505,0.2269999999999999,0.551,3.25e-06,0.107,0.272,130.059,2020,Bullet Pass - ['Paragon Don'],0.31006676,0.25592536,2,Dance Pop
Allt har sitt pris (feat. PeeWee),"['Laila Adele', 'PeeWee']",0.6629999999999999,0.6409999999999999,-7.612,0.0323,0.00207,0.0,0.14,0.545,89.999,2001,"Allt har sitt pris (feat. PeeWee) - ['Laila Adele', 'PeeWee']",0.60009915,0.3055889,2,Dance Pop
Unveiled,['Stanton Lanier'],0.287,0.161,-21.377,0.0472,0.989,0.933,0.0925,0.153,62.032,2008,Unveiled - ['Stanton Lanier'],-0.93795496,-0.08676,6,Ambient / Classical
Duo for Solo Viola and Percussion,['Duo Jalal'],0.351,0.132,-16.195,0.0774,0.943,0.00501,0.0567,0.424,117.431,2011,Duo for Solo Viola and Percussion - ['Duo Jalal'],-0.7304197,0.3466133,0,Calm Acoustic
Blue Canadian Rockies,['The Byrds'],0.657,0.569,-8.677999999999999,0.0292,0.648,8.43e-05,0.296,0.722,123.159,1968,Blue Canadian Rockies - ['The Byrds'],0.11978331,0.43854815,4,Acoustic Pop
Highway 99,['J.J. Malone'],0.568,0.445,-14.25,0.0425,0.723,0.0064,0.248,0.5660000000000001,128.16899999999998,1997,Highway 99 - ['J.J. Malone'],-0.14065373,0.658789,4,Acoustic Pop
Fogon De Huella,"['Aníbal Troilo Y Su Orquesta Típica', 'Roberto Goyeneche']",0.561,0.341,-8.437000000000001,0.0428,0.916,4.35e-05,0.305,0.69,118.922,2000,"Fogon De Huella - ['Aníbal Troilo Y Su Orquesta Típica', 'Roberto Goyeneche']",-0.07751416,0.6924877,4,Acoustic Pop
Oven Ready Game,['Sturp'],0.506,0.81,-4.39,0.233,0.000677,0.71,0.0382,0.487,119.537,2016,Oven Ready Game - ['Sturp'],0.46836242,-0.40799087,5,Dark Electronic Instrumental
Back to Rock'n Roll,['Die Fischers'],0.7020000000000001,0.7909999999999999,-4.02,0.0288,0.122,0.000587,0.123,0.8109999999999999,124.068,2008,Back to Rock'n Roll - ['Die Fischers'],0.8379553,0.31726998,2,Dance Pop
O ljubavi,['Bohemija'],0.1989999999999999,0.602,-7.487999999999999,0.0325,0.487,6.27e-05,0.233,0.154,140.112,2019,O ljubavi - ['Bohemija'],-0.059929617,-0.6154351,1,Energetic Electronic
Old Landmark (with Rev. James Cleveland and The Southern California Community Choir),"['Aretha Franklin', 'James Cleveland', 'The Southern California Community Choir']",0.517,0.909,-5.685,0.154,0.299,4.96e-06,0.396,0.493,142.497,2011,"Old Landmark (with Rev. James Cleveland and The Southern California Community Choir) - ['Aretha Franklin', 'James Cleveland', 'The Southern California Community Choir']",0.73315006,-0.24148802,1,Energetic Electronic
"Whole Lotta Love - Live at Fillmore West, San Francisco, CA, 3/5/1971",['King Curtis'],0.5489999999999999,0.826,-10.255999999999998,0.0554,0.0017699999999999,0.763,0.735,0.647,132.19,2005,"Whole Lotta Love - Live at Fillmore West, San Francisco, CA, 3/5/1971 - ['King Curtis']",0.3485719,-0.3406943,7,Live Performances
Time Can Answer,['Flashback Of Anger'],0.409,0.905,-7.256,0.0564,3.82e-05,0.00882,0.088,0.307,93.014,2009,Time Can Answer - ['Flashback Of Anger'],0.48956326,-0.35113192,1,Energetic Electronic
Breaking Down - Live,['Trisomie 21'],0.721,0.65,-8.647,0.0563,0.6940000000000001,6.57e-05,0.8909999999999999,0.5489999999999999,117.075,2008,Breaking Down - Live - ['Trisomie 21'],0.21285464,0.13208736,7,Live Performances
"Hymn to Thaïs, the Unforgettable, JS 97 (Arr. J. Jalas)","['Jean Sibelius', 'Gerald Finley', 'Bergen Philharmonic Orchestra', 'Edward Gardner']",0.244,0.0806,-23.669,0.0439,0.936,0.00359,0.124,0.109,132.944,2017,"Hymn to Thaïs, the Unforgettable, JS 97 (Arr. J. Jalas) - ['Jean Sibelius', 'Gerald Finley', 'Bergen Philharmonic Orchestra', 'Edward Gardner']",-0.8101811,-0.04898022,0,Calm Acoustic
Tirana - En Vivo,['Óscar Chávez'],0.4629999999999999,0.499,-11.184,0.0328,0.642,0.00337,0.965,0.414,104.207,1998,Tirana - En Vivo - ['Óscar Chávez'],-0.03523118,-0.030610025,7,Live Performances
Heartbreaker (Album Version),['Radiorama'],0.541,0.8590000000000001,-6.657,0.0783,7.329999999999999e-05,0.0104,0.0467,0.486,119.941,2015,Heartbreaker (Album Version) - ['Radiorama'],0.7668106,-0.14780976,1,Energetic Electronic
"Midsommarvaka (Midsummer Vigil), Op. 19, ""Swedish Rhapsody No. 1""","['Hugo Alfvén', 'Slovak State Philharmonic Orchestra, Kosice', 'Richard Edlinger']",0.385,0.119,-21.081999999999997,0.0417,0.946,0.885,0.0672,0.1119999999999999,99.483,2007,"Midsommarvaka (Midsummer Vigil), Op. 19, ""Swedish Rhapsody No. 1"" - ['Hugo Alfvén', 'Slovak State Philharmonic Orchestra, Kosice', 'Richard Edlinger']",-0.98712337,-0.09835157,6,Ambient / Classical
"Mass: No. 4, Prefatory Prayers","['Leonard Bernstein', 'Stephen Schwartz', 'Mass Text', 'Jubilant Sykes', 'Asher Edward Wulfman', ""Peabody Children's Chorus"", 'Morgan State University Choir', 'Baltimore Symphony Orchestra', 'Marin Alsop']",0.493,0.397,-13.522,0.0679,0.906,0.0369,0.882,0.4370000000000001,110.899,2009,"Mass: No. 4, Prefatory Prayers - ['Leonard Bernstein', 'Stephen Schwartz', 'Mass Text', 'Jubilant Sykes', 'Asher Edward Wulfman', ""Peabody Children's Chorus"", 'Morgan State University Choir', 'Baltimore Symphony Orchestra', 'Marin Alsop']",-0.15904982,0.058011852,7,Live Performances
Ratchet Mummy,['Noah Archangel'],0.413,0.81,-7.907,0.46,0.0162,1.85e-06,0.258,0.574,190.166,2014,Ratchet Mummy - ['Noah Archangel'],0.45788994,-0.25972527,1,Energetic Electronic
The Wind Up Bird,['The Lonesome Organist'],0.495,0.564,-8.015,0.025,0.672,0.966,0.0493,0.0628,106.818,1997,The Wind Up Bird - ['The Lonesome Organist'],-0.45079333,-0.3564011,5,Dark Electronic Instrumental
"Lyric Pieces, Book 10, Op. 71: Det var engang (Once Upon a Time), Op. 71, No. 1","['Edvard Grieg', 'Balazs Szokolay']",0.299,0.09,-22.351,0.0411,0.993,0.909,0.119,0.0663,89.18799999999996,1992,"Lyric Pieces, Book 10, Op. 71: Det var engang (Once Upon a Time), Op. 71, No. 1 - ['Edvard Grieg', 'Balazs Szokolay']",-0.9793024,-0.098762095,6,Ambient / Classical
Sonomix Cumbias 2014: La Bala / Mil Horas / Propuesta Indecente,['Marimba Orquesta Sonora Concepción'],0.626,0.706,-6.0120000000000005,0.105,0.0797,0.0,0.0482,0.924,109.995,2016,Sonomix Cumbias 2014: La Bala / Mil Horas / Propuesta Indecente - ['Marimba Orquesta Sonora Concepción'],0.7306002,0.3532762,2,Dance Pop
Epistrophy - Live [Tokyo],['Thelonious Monk'],0.631,0.412,-11.226,0.0531,0.4479999999999999,0.0137,0.937,0.352,126.718,1969,Epistrophy - Live [Tokyo] - ['Thelonious Monk'],-0.001642447,0.056222737,7,Live Performances
Vashkar,['Cindy Blackman Santana'],0.382,0.616,-11.421,0.108,0.258,0.898,0.111,0.466,128.605,2010,Vashkar - ['Cindy Blackman Santana'],-0.07670581,-0.6274487,5,Dark Electronic Instrumental
Milk,['S.O.D. Stormtroopers of Death'],0.449,0.487,-9.179,0.518,0.616,8.88e-06,0.7170000000000001,0.381,145.489,2009,Milk - ['S.O.D. Stormtroopers of Death'],0.082754865,-0.10343297,7,Live Performances
Trittico: II. Adagio,"['Václav Nelhýbel', 'Dallas Wind Symphony', 'Frederick Fennell']",0.207,0.0805,-21.269,0.0409999999999999,0.934,0.679,0.131,0.0545,74.152,2012,"Trittico: II. Adagio - ['Václav Nelhýbel', 'Dallas Wind Symphony', 'Frederick Fennell']",-0.9740116,-0.16785057,6,Ambient / Classical
Reborn,['Von Grey'],0.6709999999999999,0.522,-7.239,0.0438,0.0387,0.0,0.15,0.662,82.023,2015,Reborn - ['Von Grey'],0.5505592,0.3946439,2,Dance Pop
Scoop,['Nasum'],0.228,0.969,-5.6270000000000024,0.165,1.6e-05,0.422,0.21,0.148,92.119,2003,Scoop - ['Nasum'],0.21362732,-0.72503525,5,Dark Electronic Instrumental
Fully Loaded Clown Car,['Paisley Babylon'],0.5489999999999999,0.287,-21.476999999999997,0.421,0.772,0.8390000000000001,0.188,0.2319999999999999,134.578,2007,Fully Loaded Clown Car - ['Paisley Babylon'],-0.47772503,-0.07262054,6,Ambient / Classical
Washington County,['Kenny Baker'],0.5479999999999999,0.626,-9.227,0.0307,0.3979999999999999,0.716,0.251,0.963,140.716,1993,Washington County - ['Kenny Baker'],0.26454553,0.13940841,3,Instrumental Energy
Everytime We Say Goodbye,['Steve Tyrell'],0.395,0.251,-10.954,0.0292,0.8420000000000001,3.3799999999999995e-05,0.1119999999999999,0.1689999999999999,137.821,2001,Everytime We Say Goodbye - ['Steve Tyrell'],-0.5820395,0.05104138,0,Calm Acoustic
My Dear Old Dad,['Willie J. Foster'],0.3879999999999999,0.444,-12.785,0.038,0.0926,0.8029999999999999,0.0961,0.44,185.31599999999997,1993,My Dear Old Dad - ['Willie J. Foster'],-0.06497536,-0.43690383,5,Dark Electronic Instrumental
"Violin Sonata No. 1 in G Major, Op. 5: III. Finale. Allegro assai","['Paul Viardot', 'Reto Kuppel', 'Wolfgang Manz']",0.3379999999999999,0.24,-13.419,0.0446,0.987,0.347,0.126,0.238,111.506,2017,"Violin Sonata No. 1 in G Major, Op. 5: III. Finale. Allegro assai - ['Paul Viardot', 'Reto Kuppel', 'Wolfgang Manz']",-0.8433286,-0.044343308,0,Calm Acoustic
Seattle Waltz,['Benjamin Francis Leftwich'],0.521,0.358,-8.668,0.025,0.746,4.39e-06,0.105,0.1639999999999999,80.153,2019,Seattle Waltz - ['Benjamin Francis Leftwich'],-0.3472926,0.19325072,0,Calm Acoustic
The Memories,['Tie These Hands'],0.285,0.5529999999999999,-7.227,0.0303,0.0029,1.44e-06,0.179,0.429,141.60299999999995,2002,The Memories - ['Tie These Hands'],0.35351613,-0.44613987,1,Energetic Electronic
"Faust, Acte 1, 1er Tableau, 2ème Partie:""Salut Ô Mon Dernier Matin""",['Georges Thill'],0.2789999999999999,0.179,-12.267,0.0453,0.969,0.0684,0.31,0.237,90.865,1925,"Faust, Acte 1, 1er Tableau, 2ème Partie:""Salut Ô Mon Dernier Matin"" - ['Georges Thill']",-0.3710911,0.14265816,4,Acoustic Pop
Dark into Light,['AM & Shawn Lee'],0.3779999999999999,0.71,-3.712,0.0359,0.0316,0.138,0.153,0.5529999999999999,100.665,2011,Dark into Light - ['AM & Shawn Lee'],0.6024956,-0.26986736,1,Energetic Electronic
Smoke Signals,['Star Anna'],0.528,0.92,-5.3820000000000014,0.0927,0.00129,1.58e-05,0.1639999999999999,0.461,139.613,2014,Smoke Signals - ['Star Anna'],0.85055137,-0.30312562,1,Energetic Electronic
Sightseeing,['Hospital Garden'],0.386,0.665,-7.091,0.0497,5.68e-05,0.8290000000000001,0.247,0.483,131.92700000000002,2012,Sightseeing - ['Hospital Garden'],0.28668895,-0.7291877,5,Dark Electronic Instrumental
"Movin' In, Movin' Out, Movin' On",['Matt Bednarsky'],0.529,0.518,-9.658,0.0494,0.154,0.0,0.15,0.444,94.14,2014,"Movin' In, Movin' Out, Movin' On - ['Matt Bednarsky']",0.40164596,0.1466383,2,Dance Pop
Little Grapes,['Grant Gordy'],0.416,0.491,-8.871,0.0315,0.8420000000000001,0.424,0.108,0.272,89.244,2010,Little Grapes - ['Grant Gordy'],-0.57935035,-0.04184476,0,Calm Acoustic
Fall Asleep - Live,['Lord Of The Lost'],0.414,0.6409999999999999,-11.834,0.0864,0.529,0.479,0.972,0.228,117.192,2018,Fall Asleep - Live - ['Lord Of The Lost'],-0.048155446,-0.37240994,7,Live Performances
"6 Romances, Op. 38: No. 3, Daisies","['Sergei Rachmaninoff', 'Emil Gilels']",0.387,0.121,-24.711,0.0389,0.995,0.955,0.11,0.13,114.978,2017,"6 Romances, Op. 38: No. 3, Daisies - ['Sergei Rachmaninoff', 'Emil Gilels']",-0.9334095,-0.1472083,6,Ambient / Classical
As Far as the Eye Can See - Live in Milano,['TNT'],0.28,0.847,-7.69,0.0665,0.0011,1.42e-06,0.679,0.364,153.812,2019,As Far as the Eye Can See - Live in Milano - ['TNT'],0.3904734,-0.5577913,7,Live Performances
Cincture,['Disconnect'],0.3329999999999999,0.616,-8.652999999999999,0.0412,0.023,0.0603,0.12,0.275,125.154,2011,Cincture - ['Disconnect'],0.30389762,-0.60127735,1,Energetic Electronic
Let Go Of The Stone,['John Anderson'],0.51,0.414,-10.675999999999998,0.0244,0.462,2.98e-06,0.1169999999999999,0.2789999999999999,96.964,1992,Let Go Of The Stone - ['John Anderson'],-0.2329895,0.2812822,0,Calm Acoustic
When I Come Undone,['Balance And Composure'],0.4579999999999999,0.972,-4.393,0.0676,1.1e-05,0.299,0.1939999999999999,0.262,114.476,2013,When I Come Undone - ['Balance And Composure'],0.61449105,-0.6240151,1,Energetic Electronic
My Negress (Pine Grive Blues),"['Fernest Arceneaux', 'Zydeco All-Stars', ""Rockin' Dopsie, Jr.""]",0.521,0.551,-14.172,0.153,0.0135,0.000563,0.0828,0.596,163.263,1994,"My Negress (Pine Grive Blues) - ['Fernest Arceneaux', 'Zydeco All-Stars', ""Rockin' Dopsie, Jr.""]",0.37183625,0.052237913,1,Energetic Electronic
Among Us,"[""Wingin' It""]",0.529,0.423,-12.745,0.0295,0.887,0.9,0.213,0.3329999999999999,145.893,2013,"Among Us - [""Wingin' It""]",-0.51826274,-0.22346109,6,Ambient / Classical
Luna,"['Wolfgang Haffner', 'Shovell', 'Bruno Müller', 'Studnitzky', 'Eyþór Gunnarsson', 'Nicolas Fiszman']",0.802,0.325,-14.654000000000002,0.0365,0.2269999999999999,0.835,0.0815,0.356,98.0,2012,"Luna - ['Wolfgang Haffner', 'Shovell', 'Bruno Müller', 'Studnitzky', 'Eyþór Gunnarsson', 'Nicolas Fiszman']",-0.18473494,0.12846509,3,Instrumental Energy
Giving Up,['Riki Michele'],0.6509999999999999,0.765,-7.11,0.0337,0.000951,0.0084099999999999,0.307,0.743,102.333,2007,Giving Up - ['Riki Michele'],0.80193174,0.22868195,2,Dance Pop
The One Thing,"['halal styles, maintain']",0.7390000000000001,0.755,-7.27,0.268,0.0155,0.0,0.354,0.569,93.037,2005,"The One Thing - ['halal styles, maintain']",0.64499044,0.19260103,2,Dance Pop
The wilderness and the solitary place: Then shall the lame man,"['Samuel Sebastian Wesley', ""Choir of St. John's College, Cambridge"", 'John Challenger', 'Andrew Nethsingha']",0.128,0.0421,-30.572,0.0475,0.92,0.00105,0.249,0.075,170.515,2013,"The wilderness and the solitary place: Then shall the lame man - ['Samuel Sebastian Wesley', ""Choir of St. John's College, Cambridge"", 'John Challenger', 'Andrew Nethsingha']",-0.723372,-0.17369424,0,Calm Acoustic
"10 Bagatelles, Op. 59: Bagatelle No. 8","['Nikolai Kapustin', 'John Salmon']",0.518,0.0422,-25.566,0.0437,0.99,0.936,0.146,0.0515,100.084,2008,"10 Bagatelles, Op. 59: Bagatelle No. 8 - ['Nikolai Kapustin', 'John Salmon']",-0.9527129,-0.003541409,6,Ambient / Classical
Sweet Jane,['The Velvet Underground'],0.625,0.564,-8.894,0.0273,0.0205,0.0,0.331,0.94,105.22,2019,Sweet Jane - ['The Velvet Underground'],0.62806565,0.3219064,2,Dance Pop
O Come O Come Emmanuel,['Marika Hackman'],0.5770000000000001,0.313,-11.970999999999998,0.0266,0.8490000000000001,1.4300000000000004e-05,0.159,0.1159999999999999,110.011,2016,O Come O Come Emmanuel - ['Marika Hackman'],-0.49060673,0.22829622,0,Calm Acoustic
"Counting the Days, a Christmas Polka",['Marah'],0.426,0.952,-6.816,0.1169999999999999,0.0631,0.535,0.534,0.4320000000000001,148.00799999999995,2005,"Counting the Days, a Christmas Polka - ['Marah']",0.4845164,-0.61821187,7,Live Performances
Just Don't Want to Be Lonely,['Blue Magic'],0.51,0.506,-13.327,0.0576,0.257,0.00409,0.1169999999999999,0.7090000000000001,143.016,2019,Just Don't Want to Be Lonely - ['Blue Magic'],0.4045755,0.20795801,2,Dance Pop
Vernal,['Witching'],0.38,0.939,-6.62,0.0751,3.65e-05,0.932,0.217,0.0588,153.966,2020,Vernal - ['Witching'],0.19075091,-0.89697474,5,Dark Electronic Instrumental
Oneself Duel,['Divine Styler'],0.7959999999999999,0.6709999999999999,-8.793,0.275,0.0272,0.0143,0.221,0.588,103.978,2000,Oneself Duel - ['Divine Styler'],0.6001307,0.33020794,2,Dance Pop
"4 Preludes, Op. 33: III. Prelude No. 3 in C Major","['Alexander Scriabin', 'Evgeny Zarafiants']",0.418,0.037,-17.215999999999998,0.175,0.995,0.799,0.102,0.0,207.618,2000,"4 Preludes, Op. 33: III. Prelude No. 3 in C Major - ['Alexander Scriabin', 'Evgeny Zarafiants']",-0.5947861,-0.23750725,6,Ambient / Classical
"Organ Sonata No. 20 in F Major, Op. 196, ""Zur Friedensfeier"": IV. Finale","['Josef Rheinberger', 'Wolfgang Rübsam']",0.0736,0.179,-16.957,0.0312,0.7340000000000001,0.81,0.0804,0.0396,79.078,2009,"Organ Sonata No. 20 in F Major, Op. 196, ""Zur Friedensfeier"": IV. Finale - ['Josef Rheinberger', 'Wolfgang Rübsam']",-0.8692179,-0.39654338,6,Ambient / Classical
